"date","month","day","quarter","week","am6","am7","am8","am9","am10","am11","pm12","pm1","pm2","pm3","pm4","pm5","pm6","pm7","pm8","pm9","pm10","pm11","total","weekend","covid","closed","day_after_closed","finals_week","dead_week"
2017-04-20,"April","Thursday","Spring",3,113,137,219,325,302,403,303,358,302,372,360,443,360,310,200,175,101,30,4813,0,0,0,0,0,0
2017-04-21,"April","Friday","Spring",3,61,81,117,183,281,329,267,223,265,253,312,255,234,135,115,123,75,22,3331,0,0,0,0,0,0
2017-04-22,"April","Saturday","Spring",3,0,0,0,0,221,205,231,244,219,218,169,173,194,120,97,102,91,14,2298,1,0,0,0,0,0
2017-04-23,"April","Sunday","Spring",3,0,0,0,0,168,145,217,179,212,183,211,194,195,214,173,150,88,17,2346,1,0,0,0,0,0
2017-04-24,"April","Monday","Spring",4,152,126,243,416,340,501,324,468,317,449,469,510,411,382,311,231,131,15,5796,0,0,0,0,0,0
2017-04-25,"April","Tuesday","Spring",4,122,133,261,343,301,434,306,369,313,422,452,456,484,341,324,234,283,20,5598,0,0,0,0,0,0
2017-04-26,"April","Wednesday","Spring",4,107,134,227,348,302,406,315,404,322,411,479,498,483,369,305,298,121,28,5557,0,0,0,0,0,0
2017-04-27,"April","Thursday","Spring",4,89,114,206,322,308,397,307,323,331,424,423,449,377,325,283,195,102,32,5007,0,0,0,0,0,0
2017-04-28,"April","Friday","Spring",4,64,83,143,159,241,381,274,278,258,297,309,283,219,158,120,120,71,4,3462,0,0,0,0,0,0
2017-04-29,"April","Saturday","Spring",4,0,0,0,0,163,133,116,111,117,141,168,179,133,106,69,73,46,16,1571,1,0,0,0,0,0
2017-04-30,"April","Sunday","Spring",4,0,0,0,0,190,165,164,182,175,215,256,253,221,149,133,204,59,25,2391,1,0,0,0,0,0
2017-05-01,"May","Monday","Spring",5,138,137,267,341,305,460,350,473,331,416,437,459,458,409,303,298,131,22,5735,0,0,0,0,0,0
2017-05-02,"May","Tuesday","Spring",5,147,160,241,307,299,443,298,313,285,400,435,463,427,413,329,230,144,34,5368,0,0,0,0,0,0
2017-05-03,"May","Wednesday","Spring",5,113,157,257,389,363,438,302,457,316,305,396,388,621,402,304,288,133,26,5655,0,0,0,0,0,0
2017-05-04,"May","Thursday","Spring",5,153,135,216,318,341,427,287,365,297,377,380,458,346,273,303,156,117,16,4965,0,0,0,0,0,0
2017-05-05,"May","Friday","Spring",5,79,61,126,168,258,319,284,214,299,267,301,298,228,206,135,99,60,14,3416,0,0,0,0,0,0
2017-05-06,"May","Saturday","Spring",5,0,0,0,3,210,156,174,166,216,158,193,152,161,98,131,87,57,12,1974,1,0,0,0,0,0
2017-05-07,"May","Sunday","Spring",5,0,0,0,0,180,125,157,146,170,161,146,233,177,161,135,135,80,11,2017,1,0,0,0,0,0
2017-05-08,"May","Monday","Spring",6,106,114,239,390,325,497,315,485,330,387,440,459,414,378,307,281,111,21,5599,0,0,0,0,0,0
2017-05-09,"May","Tuesday","Spring",6,119,131,255,307,329,420,280,348,299,379,451,485,447,414,332,260,170,29,5455,0,0,0,0,0,0
2017-05-10,"May","Wednesday","Spring",6,118,156,246,346,340,447,315,416,320,326,379,455,312,327,294,239,119,29,5184,0,0,0,0,0,0
2017-05-11,"May","Thursday","Spring",6,102,111,206,286,305,386,286,285,245,375,401,410,385,328,237,185,119,37,4689,0,0,0,0,0,0
2017-05-12,"May","Friday","Spring",6,86,77,99,151,206,312,251,223,266,260,308,301,249,160,160,81,60,13,3263,0,0,0,0,0,0
2017-05-13,"May","Saturday","Spring",6,0,0,0,0,166,188,135,169,225,214,186,195,144,132,89,90,52,25,2010,1,0,0,0,0,0
2017-05-14,"May","Sunday","Spring",6,0,0,0,0,113,135,123,104,127,202,156,200,187,182,197,152,93,23,1994,1,0,0,0,0,0
2017-05-15,"May","Monday","Spring",7,152,116,235,386,320,524,343,493,345,380,441,433,397,363,362,240,139,19,5688,0,0,0,0,0,0
2017-05-16,"May","Tuesday","Spring",7,112,108,253,318,332,391,268,318,300,424,421,452,379,347,306,273,163,35,5200,0,0,0,0,0,0
2017-05-17,"May","Wednesday","Spring",7,104,124,263,371,304,447,284,408,345,373,374,419,336,302,287,272,142,29,5184,0,0,0,0,0,0
2017-05-18,"May","Thursday","Spring",7,78,129,195,303,279,359,267,327,322,313,371,387,310,289,232,196,112,36,4505,0,0,0,0,0,0
2017-05-19,"May","Friday","Spring",7,78,77,99,141,237,289,238,251,216,198,207,214,197,136,124,101,70,19,2892,0,0,0,0,0,0
2017-05-20,"May","Saturday","Spring",7,0,0,0,0,134,156,153,148,166,140,122,119,131,96,94,86,61,12,1618,1,0,0,0,0,0
2017-05-21,"May","Sunday","Spring",7,0,0,0,0,144,132,134,134,117,129,159,176,145,144,150,138,86,19,1807,1,0,0,0,0,0
2017-05-22,"May","Monday","Spring",8,132,120,238,389,313,473,302,436,307,349,373,423,329,351,348,243,144,29,5299,0,0,0,0,0,0
2017-05-23,"May","Tuesday","Spring",8,104,149,255,278,268,344,251,338,334,405,405,357,352,291,344,245,147,27,4894,0,0,0,0,0,0
2017-05-24,"May","Wednesday","Spring",8,158,115,234,346,307,370,312,406,289,338,394,504,363,326,312,249,116,39,5178,0,0,0,0,0,0
2017-05-25,"May","Thursday","Spring",8,141,128,200,310,281,385,262,237,246,293,361,353,296,258,224,156,133,24,4288,0,0,0,0,0,0
2017-05-26,"May","Friday","Spring",8,70,62,99,161,211,301,225,162,203,208,211,206,149,112,105,99,59,11,2654,0,0,0,0,0,0
2017-05-27,"May","Saturday","Spring",8,0,0,0,0,163,112,96,104,102,115,103,96,110,83,76,64,43,7,1274,1,0,0,0,0,0
2017-05-28,"May","Sunday","Spring",8,0,0,0,0,102,73,106,121,106,116,121,133,127,116,77,96,47,9,1350,1,0,0,0,0,0
2017-05-29,"May","Monday","Spring",9,0,0,0,11,145,147,151,144,149,179,189,226,203,85,0,0,0,0,1629,0,0,0,0,0,0
2017-05-30,"May","Tuesday","Spring",9,98,112,201,282,280,375,272,329,242,344,398,404,398,297,317,288,144,24,4805,0,0,0,0,0,0
2017-05-31,"May","Wednesday","Spring",9,113,129,199,306,313,422,283,410,307,334,400,455,405,284,276,230,123,27,5016,0,0,0,0,0,0
2017-06-01,"June","Thursday","Spring",9,90,117,171,286,316,364,263,326,279,340,371,346,237,239,260,214,125,20,4364,0,0,0,0,0,0
2017-06-02,"June","Friday","Spring",9,75,62,85,174,235,320,283,277,302,217,231,224,205,147,129,98,73,16,3153,0,0,0,0,0,0
2017-06-03,"June","Saturday","Spring",9,0,0,0,0,142,174,146,174,183,213,181,164,138,117,96,105,51,4,1888,1,0,0,0,0,0
2017-06-04,"June","Sunday","Spring",9,0,0,0,0,130,124,126,142,156,169,172,156,131,148,169,146,87,13,1869,1,0,0,0,0,0
2017-06-05,"June","Monday","Spring",10,101,104,201,333,288,466,288,425,318,313,398,416,402,311,251,164,130,31,4940,0,0,0,0,0,1
2017-06-06,"June","Tuesday","Spring",10,101,109,200,282,327,362,249,292,286,359,361,388,369,230,263,191,115,28,4512,0,0,0,0,0,1
2017-06-07,"June","Wednesday","Spring",10,86,87,187,328,310,360,276,353,282,394,325,373,260,181,174,262,123,29,4390,0,0,0,0,0,1
2017-06-08,"June","Thursday","Spring",10,68,96,159,264,252,357,267,302,312,354,419,351,318,269,223,212,136,25,4384,0,0,0,0,0,1
2017-06-09,"June","Friday","Spring",10,60,55,107,131,217,296,252,229,203,272,304,196,151,109,72,182,45,0,2881,0,0,0,0,0,1
2017-06-10,"June","Saturday","Spring",10,0,0,0,1,146,166,201,168,204,176,195,223,189,132,104,86,29,0,2020,1,0,0,0,0,1
2017-06-11,"June","Sunday","Spring",10,0,0,0,0,157,102,114,138,130,155,147,172,154,128,126,89,45,0,1657,1,0,0,0,0,1
2017-06-12,"June","Monday","Spring",11,52,39,72,121,192,218,205,176,203,187,235,253,213,150,145,214,43,0,2718,0,0,0,0,1,0
2017-06-13,"June","Tuesday","Spring",11,44,53,50,106,132,201,203,155,235,227,301,240,216,172,208,135,48,0,2726,0,0,0,0,1,0
2017-06-14,"June","Wednesday","Spring",11,40,47,75,130,149,202,135,118,147,192,262,251,195,128,122,100,20,0,2313,0,0,0,0,1,0
2017-06-15,"June","Thursday","Spring",11,0,0,3,4,134,171,124,133,211,154,201,234,155,74,0,0,0,0,1598,0,0,0,0,1,0
2017-06-16,"June","Friday","Spring",11,0,0,0,20,164,198,146,109,88,128,165,134,122,36,0,0,0,0,1310,0,0,0,0,1,0
2017-06-17,"June","Saturday","Break",0,0,0,0,0,61,65,56,56,70,55,63,59,68,17,0,0,0,0,570,1,0,0,0,0,0
2017-06-18,"June","Sunday","Break",0,0,0,0,0,51,37,46,39,50,70,61,54,55,19,0,0,0,0,482,1,0,0,0,0,0
2017-06-19,"June","Monday","Break",0,0,0,0,0,86,75,82,52,47,47,98,131,95,29,0,0,0,0,742,0,0,0,0,0,0
2017-06-20,"June","Tuesday","Break",0,0,0,0,2,92,75,100,60,53,68,108,172,121,28,0,0,0,0,879,0,0,0,0,0,0
2017-06-21,"June","Wednesday","Break",0,0,0,0,0,109,149,76,56,62,82,128,116,109,22,0,0,0,0,909,0,0,0,0,0,0
2017-06-22,"June","Thursday","Break",0,0,0,0,0,87,76,103,64,73,58,110,130,112,32,0,0,0,0,845,0,0,0,0,0,0
2017-06-23,"June","Friday","Break",0,0,0,0,0,83,79,90,69,76,76,82,123,111,36,0,0,0,0,825,0,0,0,0,0,0
2017-06-24,"June","Saturday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2017-06-25,"June","Sunday","Break",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
2017-06-26,"June","Monday","Summer",1,14,7,11,43,95,163,134,91,144,107,190,224,153,56,0,0,0,0,1432,0,0,0,1,0,0
2017-06-27,"June","Tuesday","Summer",1,53,37,98,45,69,109,129,127,125,172,229,206,169,33,1,0,0,0,1602,0,0,0,0,0,0
2017-06-28,"June","Wednesday","Summer",1,43,34,81,67,76,135,131,107,82,210,232,201,177,55,0,0,0,0,1631,0,0,0,0,0,0
2017-06-29,"June","Thursday","Summer",1,39,29,84,50,67,106,106,90,79,163,170,232,163,38,0,0,0,0,1416,0,0,0,0,0,0
2017-06-30,"June","Friday","Summer",1,28,24,78,60,82,102,106,137,91,94,142,134,105,34,0,0,0,0,1217,0,0,0,0,0,0
2017-07-01,"July","Saturday","Summer",1,0,0,0,0,0,2,127,48,47,44,82,66,80,29,0,0,0,0,525,1,0,0,0,0,0
2017-07-02,"July","Sunday","Summer",1,0,0,0,0,0,8,76,67,68,76,76,64,64,26,0,0,0,0,525,1,0,0,0,0,0
2017-07-03,"July","Monday","Summer",2,23,22,73,45,64,147,109,112,111,118,200,199,152,33,0,0,0,0,1408,0,0,0,0,0,0
2017-07-04,"July","Tuesday","Summer",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-07-05,"July","Wednesday","Summer",2,28,21,46,58,48,127,114,77,80,123,255,226,180,48,2,0,0,0,1433,0,0,0,1,0,0
2017-07-06,"July","Thursday","Summer",2,36,42,86,42,56,89,105,108,104,137,230,217,156,48,0,0,0,0,1456,0,0,0,0,0,0
2017-07-07,"July","Friday","Summer",2,24,36,66,57,74,107,115,191,89,105,177,157,138,42,0,0,0,0,1379,0,0,0,0,0,0
2017-07-08,"July","Saturday","Summer",2,0,0,0,0,0,3,122,82,45,69,74,68,92,28,0,0,0,0,583,1,0,0,0,0,0
2017-07-09,"July","Sunday","Summer",2,0,0,0,0,0,0,115,65,63,76,67,92,89,25,0,0,0,0,592,1,0,0,0,0,0
2017-07-10,"July","Monday","Summer",3,50,41,73,64,71,155,122,122,81,139,249,252,198,60,0,0,0,0,1677,0,0,0,0,0,0
2017-07-11,"July","Tuesday","Summer",3,46,41,91,61,65,131,99,137,100,139,212,257,176,60,0,0,0,0,1615,0,0,0,0,0,0
2017-07-12,"July","Wednesday","Summer",3,37,34,81,87,74,140,121,88,101,146,313,262,198,48,0,0,0,0,1730,0,0,0,0,0,0
2017-07-13,"July","Thursday","Summer",3,41,51,69,41,68,93,99,103,95,117,201,225,189,44,0,0,0,0,1436,0,0,0,0,0,0
2017-07-14,"July","Friday","Summer",3,33,36,64,63,70,124,167,78,78,90,148,150,138,31,0,0,0,0,1272,0,0,0,0,0,0
2017-07-15,"July","Saturday","Summer",3,0,0,0,0,0,0,98,67,91,75,72,89,104,28,0,0,0,0,624,1,0,0,0,0,0
2017-07-16,"July","Sunday","Summer",3,0,0,0,0,0,0,103,81,77,64,61,99,82,29,0,0,0,0,596,1,0,0,0,0,0
2017-07-17,"July","Monday","Summer",4,46,33,87,66,57,157,130,106,120,141,243,224,208,55,0,0,0,0,1673,0,0,0,0,0,0
2017-07-18,"July","Tuesday","Summer",4,57,54,75,69,69,110,162,115,96,132,230,206,180,35,0,0,0,0,1590,0,0,0,0,0,0
2017-07-19,"July","Wednesday","Summer",4,45,25,71,67,69,137,133,98,92,88,202,242,183,35,0,0,0,0,1487,0,0,0,0,0,0
2017-07-20,"July","Thursday","Summer",4,42,41,74,47,57,98,84,84,75,124,173,194,130,35,0,0,0,0,1258,0,0,0,0,0,0
2017-07-21,"July","Friday","Summer",4,35,40,47,43,54,97,104,80,70,89,163,133,104,32,0,0,0,0,1091,0,0,0,0,0,0
2017-07-22,"July","Saturday","Summer",4,0,0,0,0,0,0,113,60,51,52,60,60,56,22,0,0,0,0,474,1,0,0,0,0,0
2017-07-23,"July","Sunday","Summer",4,0,0,0,0,0,0,93,76,88,67,65,108,48,18,0,0,0,0,563,1,0,0,0,0,0
2017-07-24,"July","Monday","Summer",5,40,49,85,67,64,174,118,95,102,114,263,301,188,43,0,0,0,0,1703,0,0,0,0,0,0
2017-07-25,"July","Tuesday","Summer",5,42,48,93,55,83,109,110,114,101,171,197,224,197,40,0,0,0,0,1584,0,0,0,0,0,0
2017-07-26,"July","Wednesday","Summer",5,47,37,76,83,73,163,122,98,134,119,224,213,169,39,0,0,0,0,1599,0,0,0,0,0,0
2017-07-27,"July","Thursday","Summer",5,32,51,76,41,63,116,75,108,95,167,172,223,162,45,0,0,0,0,1426,0,0,0,0,0,0
2017-07-28,"July","Friday","Summer",5,26,37,73,42,80,120,89,88,71,99,119,152,87,14,0,0,0,0,1097,0,0,0,0,0,0
2017-07-29,"July","Saturday","Summer",5,0,0,0,0,0,0,92,66,66,42,54,52,78,14,0,0,0,0,464,1,0,0,0,0,0
2017-07-30,"July","Sunday","Summer",5,0,0,0,0,0,6,83,74,71,53,78,59,70,15,0,0,0,0,509,1,0,0,0,0,0
2017-07-31,"July","Monday","Summer",6,46,41,70,54,84,125,106,98,112,140,211,247,163,42,0,0,0,0,1539,0,0,0,0,0,0
2017-08-01,"August","Tuesday","Summer",6,39,57,99,43,72,103,105,93,75,116,250,218,194,36,0,0,0,0,1500,0,0,0,0,0,0
2017-08-02,"August","Wednesday","Summer",6,40,51,71,61,68,117,102,97,80,110,170,197,134,39,0,0,0,0,1338,0,0,0,0,0,0
2017-08-03,"August","Thursday","Summer",6,37,35,63,46,42,103,79,76,101,94,155,189,155,28,0,0,0,0,1203,0,0,0,0,0,0
2017-08-04,"August","Friday","Summer",6,28,30,67,57,81,123,111,89,73,89,114,143,120,19,0,0,0,0,1144,0,0,0,0,0,0
2017-08-05,"August","Saturday","Summer",6,0,0,0,0,0,0,100,62,69,54,78,55,45,23,0,0,0,0,486,1,0,0,0,0,0
2017-08-06,"August","Sunday","Summer",6,0,0,0,0,0,0,105,66,63,55,75,51,65,21,0,0,0,0,501,1,0,0,0,0,0
2017-08-07,"August","Monday","Summer",7,50,36,79,54,57,152,108,100,105,105,187,239,199,30,0,0,0,0,1501,0,0,0,0,0,0
2017-08-08,"August","Tuesday","Summer",7,50,38,69,56,63,120,108,91,88,113,157,187,220,42,0,0,0,0,1402,0,0,0,0,0,0
2017-08-09,"August","Wednesday","Summer",7,48,35,84,63,64,120,110,86,133,117,192,247,164,63,0,0,0,0,1526,0,0,0,0,0,0
2017-08-10,"August","Thursday","Summer",7,39,35,75,33,57,92,79,90,86,105,166,180,166,48,0,0,0,0,1251,0,0,0,0,0,0
2017-08-11,"August","Friday","Summer",7,35,29,72,50,59,101,106,78,96,74,128,128,94,35,0,0,0,0,1085,0,0,0,0,0,0
2017-08-12,"August","Saturday","Summer",7,0,0,0,0,0,0,78,66,68,54,64,51,59,21,0,0,0,0,461,1,0,0,0,0,0
2017-08-13,"August","Sunday","Summer",7,0,0,0,0,0,0,98,56,63,69,65,59,64,24,0,0,0,0,498,1,0,0,0,0,0
2017-08-14,"August","Monday","Summer",8,42,38,86,51,59,151,100,96,94,235,150,203,151,44,0,0,0,0,1500,0,0,0,0,0,0
2017-08-15,"August","Tuesday","Summer",8,46,32,63,56,47,97,92,72,67,98,129,192,168,28,0,0,0,0,1187,0,0,0,0,0,0
2017-08-16,"August","Wednesday","Summer",8,0,0,15,52,63,135,155,68,68,90,140,175,127,27,0,0,0,0,1115,0,0,0,0,0,0
2017-08-17,"August","Thursday","Summer",8,52,35,67,54,44,90,56,74,70,150,189,172,114,35,0,0,0,0,1202,0,0,0,0,0,0
2017-08-18,"August","Friday","Summer",8,34,32,59,62,66,106,102,84,72,77,109,120,87,27,0,0,0,0,1038,0,0,0,0,0,0
2017-08-19,"August","Saturday","Summer",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2017-08-20,"August","Sunday","Summer",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2017-08-21,"August","Monday","Summer",9,34,18,21,11,45,72,63,68,86,98,136,187,104,24,0,0,0,0,967,0,0,0,1,0,0
2017-08-22,"August","Tuesday","Summer",9,47,26,30,50,50,104,86,74,89,110,124,191,158,37,0,0,0,0,1177,0,0,0,0,0,0
2017-08-23,"August","Wednesday","Summer",9,0,14,37,41,65,125,108,78,80,79,242,180,139,31,0,0,0,0,1219,0,0,0,0,0,0
2017-08-24,"August","Thursday","Summer",9,39,25,25,38,55,109,93,63,66,135,132,160,129,22,0,0,0,0,1091,0,0,0,0,0,0
2017-08-25,"August","Friday","Summer",9,20,15,25,40,56,95,85,62,80,75,97,116,109,15,0,0,0,0,890,0,0,0,0,0,0
2017-08-26,"August","Saturday","Summer",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2017-08-27,"August","Sunday","Summer",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2017-08-28,"August","Monday","Summer",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2017-08-29,"August","Tuesday","Summer",10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0
2017-08-30,"August","Wednesday","Summer",10,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,0,0,1,1,0,0
2017-08-31,"August","Thursday","Summer",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2017-09-01,"September","Friday","Summer",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2017-09-02,"September","Saturday","Summer",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2017-09-03,"September","Sunday","Summer",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2017-09-04,"September","Monday","Summer",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2017-09-05,"September","Tuesday","Summer",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2017-09-06,"September","Wednesday","Summer",11,0,0,0,0,109,139,97,91,85,109,155,251,166,28,0,0,0,0,1230,0,0,0,1,0,0
2017-09-07,"September","Thursday","Summer",11,0,0,0,0,96,124,88,64,64,103,112,173,142,12,0,0,0,0,978,0,0,0,0,0,0
2017-09-08,"September","Friday","Summer",11,0,0,0,1,101,80,100,89,79,80,95,116,99,21,0,0,0,0,861,0,0,0,0,0,0
2017-09-09,"September","Saturday","Summer",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2017-09-10,"September","Sunday","Summer",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2017-09-11,"September","Monday","Summer",12,0,0,0,1,126,144,132,92,82,72,166,207,137,42,0,0,0,0,1201,0,0,0,1,0,0
2017-09-12,"September","Tuesday","Summer",12,0,0,0,1,106,117,112,88,70,80,112,193,114,23,0,0,0,0,1016,0,0,0,0,0,0
2017-09-13,"September","Wednesday","Summer",12,0,0,0,0,130,107,111,75,80,98,99,161,138,24,0,0,0,0,1023,0,0,0,0,0,0
2017-09-14,"September","Thursday","Summer",12,0,0,0,0,89,86,104,61,77,67,93,151,77,40,0,0,0,0,845,0,0,0,0,0,0
2017-09-15,"September","Friday","Summer",12,0,0,0,0,116,100,75,66,82,67,85,95,68,27,0,0,0,0,781,0,0,0,0,0,0
2017-09-16,"September","Saturday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2017-09-17,"September","Sunday","Break",0,0,0,0,0,0,0,5,2,0,0,1,1,0,0,0,0,0,0,9,1,0,1,1,0,0
2017-09-18,"September","Monday","Break",0,0,0,0,1,123,186,185,176,136,184,218,354,269,50,0,0,0,0,1882,0,0,0,1,0,0
2017-09-19,"September","Tuesday","Break",0,0,0,0,3,199,142,169,148,122,210,285,346,258,59,0,0,0,0,1941,0,0,0,0,0,0
2017-09-20,"September","Wednesday","Break",0,0,0,0,0,212,190,199,179,203,199,261,330,268,98,0,0,0,0,2139,0,0,0,0,0,0
2017-09-21,"September","Thursday","Break",0,37,28,52,81,143,151,187,225,253,196,260,284,137,1,2,832,190,19,3079,0,0,0,0,0,0
2017-09-22,"September","Friday","Break",0,35,53,102,137,256,305,286,177,226,302,220,197,254,190,105,63,35,9,2954,0,0,0,0,0,0
2017-09-23,"September","Saturday","Break",0,0,0,0,0,330,278,288,341,324,258,250,193,190,136,119,60,39,8,2814,1,0,0,0,0,0
2017-09-24,"September","Sunday","Break",0,0,0,0,0,211,159,228,266,228,218,270,245,177,183,240,101,35,9,2570,1,0,0,0,0,0
2017-09-25,"September","Monday","Fall",1,180,194,402,475,469,504,431,495,488,428,494,654,693,646,397,195,56,4,7205,0,0,0,0,0,0
2017-09-26,"September","Tuesday","Fall",1,162,133,275,452,413,582,387,501,334,542,492,492,556,372,348,204,83,13,6341,0,0,0,0,0,0
2017-09-27,"September","Wednesday","Fall",1,168,153,324,442,377,426,363,436,385,369,369,571,524,447,357,194,71,7,5985,0,0,0,0,0,0
2017-09-28,"September","Thursday","Fall",1,132,114,252,356,331,484,353,396,281,408,380,437,451,386,263,141,56,17,5238,0,0,0,0,0,0
2017-09-29,"September","Friday","Fall",1,85,78,105,140,231,307,256,293,358,427,350,359,258,225,122,116,43,18,3772,0,0,0,0,0,0
2017-09-30,"September","Saturday","Fall",1,0,0,0,0,278,238,261,162,165,134,121,92,76,76,60,45,21,4,1733,1,0,0,0,0,0
2017-10-01,"October","Sunday","Fall",1,0,0,0,1,158,122,129,152,171,192,256,229,278,297,188,122,66,10,2371,1,0,0,0,0,0
2017-10-02,"October","Monday","Fall",2,193,144,267,407,358,446,315,405,347,391,456,590,611,449,433,228,106,13,6159,0,0,0,0,0,0
2017-10-03,"October","Tuesday","Fall",2,181,128,252,361,339,457,317,351,287,459,396,481,406,393,315,217,128,16,5484,0,0,0,0,0,0
2017-10-04,"October","Wednesday","Fall",2,210,143,281,418,353,362,300,370,325,316,295,485,454,351,327,222,112,18,5343,0,0,0,0,0,0
2017-10-05,"October","Thursday","Fall",2,124,84,215,335,294,404,293,334,233,296,362,438,356,362,257,148,79,20,4634,0,0,0,0,0,0
2017-10-06,"October","Friday","Fall",2,123,80,117,149,222,303,263,266,293,266,264,304,180,153,118,91,68,7,3267,0,0,0,0,0,0
2017-10-07,"October","Saturday","Fall",2,0,0,0,1,174,181,166,123,96,98,98,89,84,90,60,55,30,19,1364,1,0,0,0,0,0
2017-10-08,"October","Sunday","Fall",2,0,0,0,0,119,114,104,140,120,161,187,225,199,210,173,132,47,5,1936,1,0,0,0,0,0
2017-10-09,"October","Monday","Fall",3,240,147,237,364,298,337,292,326,268,287,370,536,500,404,345,226,127,12,5316,0,0,0,0,0,0
2017-10-10,"October","Tuesday","Fall",3,119,102,233,334,273,392,300,296,246,299,348,405,390,332,304,212,108,21,4716,0,0,0,0,0,0
2017-10-11,"October","Wednesday","Fall",3,167,157,233,344,332,331,255,323,283,303,356,541,438,355,328,231,106,14,5097,0,0,0,0,0,0
2017-10-12,"October","Thursday","Fall",3,88,80,175,300,268,369,274,303,218,330,384,345,374,319,203,182,82,10,4304,0,0,0,0,0,0
2017-10-13,"October","Friday","Fall",3,77,87,79,94,176,230,186,207,327,301,334,298,220,180,124,84,44,13,3061,0,0,0,0,0,0
2017-10-14,"October","Saturday","Fall",3,0,0,0,0,160,151,136,181,192,186,196,162,153,111,89,44,56,20,1837,1,0,0,0,0,0
2017-10-15,"October","Sunday","Fall",3,0,0,0,2,145,99,118,106,115,192,199,232,234,213,205,93,45,21,2019,1,0,0,0,0,0
2017-10-16,"October","Monday","Fall",4,143,128,202,355,310,344,255,324,301,319,362,494,468,447,331,253,139,11,5190,0,0,0,0,0,0
2017-10-17,"October","Tuesday","Fall",4,157,98,226,318,289,403,289,322,244,377,359,431,384,351,288,207,94,13,4850,0,0,0,0,0,0
2017-10-18,"October","Wednesday","Fall",4,138,113,230,345,278,315,276,303,279,318,303,475,419,462,335,179,94,18,4882,0,0,0,0,0,0
2017-10-19,"October","Thursday","Fall",4,128,84,182,279,239,365,253,304,217,338,327,365,319,316,287,159,69,16,4248,0,0,0,0,0,0
2017-10-20,"October","Friday","Fall",4,81,92,88,99,226,284,236,190,327,305,320,288,205,158,98,71,69,7,3144,0,0,0,0,0,0
2017-10-21,"October","Saturday","Fall",4,0,0,0,0,147,122,124,138,152,181,239,253,222,140,84,64,66,10,1942,1,0,0,0,0,0
2017-10-22,"October","Sunday","Fall",4,0,0,0,3,125,85,116,156,144,150,193,316,221,204,146,111,71,7,2048,1,0,0,0,0,0
2017-10-23,"October","Monday","Fall",5,216,109,217,347,290,343,290,332,299,319,328,559,452,462,410,217,118,22,5333,0,0,0,0,0,0
2017-10-24,"October","Tuesday","Fall",5,112,98,209,308,286,365,282,335,238,382,385,427,375,398,249,187,110,28,4779,0,0,0,0,0,0
2017-10-25,"October","Wednesday","Fall",5,183,106,233,339,283,318,268,305,284,339,315,440,364,356,319,143,107,26,4728,0,0,0,0,0,0
2017-10-26,"October","Thursday","Fall",5,92,51,197,278,279,366,260,291,220,302,309,364,361,326,217,155,84,11,4163,0,0,0,0,0,0
2017-10-27,"October","Friday","Fall",5,46,83,86,101,179,228,205,204,237,247,322,274,231,117,86,66,36,13,2764,0,0,0,0,0,0
2017-10-28,"October","Saturday","Fall",5,0,0,0,2,134,91,79,76,71,75,113,89,91,104,47,47,57,16,1092,1,0,0,0,0,0
