"","date","nonmembers","alumni","community_members","students","faculty_staff","pe_staff","other","total"
"1",2015-01-05,7,34,22,6796,2,79,0,6940
"2",2015-01-06,10,29,35,6181,2,447,0,6704
"3",2015-01-07,15,34,45,5843,68,204,0,6209
"4",2015-01-08,9,25,46,5097,1,19,0,5197
"5",2015-01-09,13,30,45,4219,0,117,0,4424
"6",2015-01-10,8,19,30,2715,0,3,0,2775
"7",2015-01-11,8,19,40,2843,0,6,0,2916
"8",2015-01-12,5,27,23,2980,0,22,0,3057
"9",2015-01-13,8,28,42,4988,6,41,0,5113
"10",2015-01-14,9,39,44,5606,0,25,1,5724
"11",2015-01-15,14,28,45,5046,0,18,1,5152
"12",2015-01-16,13,34,61,3496,1,12,0,3617
"13",2015-01-17,6,19,29,2441,0,1,0,2496
"14",2015-01-18,3,22,26,2174,1,1,0,2227
"15",2015-01-19,10,26,32,2526,0,1,0,2595
"16",2015-01-20,14,44,63,5376,1,19,2,5519
"17",2015-01-21,9,46,55,5322,0,18,2,5452
"18",2015-01-22,7,33,54,5278,0,16,2,5390
"19",2015-01-23,12,28,47,4062,0,9,2,4160
"20",2015-01-24,2,26,36,2551,0,1,0,2616
"21",2015-01-25,6,14,35,2216,0,3,0,2274
"22",2015-01-26,14,44,58,5153,0,16,4,5289
"23",2015-01-27,6,45,70,4831,0,14,2,4968
"24",2015-01-28,11,39,67,5005,0,14,5,5141
"25",2015-01-29,12,33,57,4782,0,9,2,4895
"26",2015-01-30,11,37,55,3441,0,7,1,3552
"27",2015-01-31,8,22,39,2348,0,1,0,2418
"28",2015-02-01,5,21,26,1670,0,3,0,1725
"29",2015-02-02,15,42,68,5172,0,17,4,5318
"30",2015-02-03,10,40,54,4974,0,21,3,5102
"31",2015-02-04,8,30,60,4963,0,14,2,5077
"32",2015-02-05,11,27,65,4672,0,16,2,4793
"33",2015-02-06,9,44,50,3476,0,11,2,3592
"34",2015-02-07,5,20,45,2484,0,2,0,2556
"35",2015-02-08,13,30,39,2078,0,1,0,2161
"36",2015-02-09,9,50,63,4916,0,9,1,5048
"37",2015-02-10,8,40,62,5086,0,6,3,5205
"38",2015-02-11,6,46,65,5066,1,16,4,5204
"39",2015-02-12,12,37,65,4615,0,7,3,4739
"40",2015-02-13,12,33,44,3158,0,36,0,3283
"41",2015-02-14,3,28,29,1716,0,5,0,1781
"42",2015-02-15,5,23,29,1810,0,1,0,1868
"43",2015-02-16,9,41,72,5059,0,16,3,5200
"44",2015-02-17,1,44,61,4745,0,11,2,4864
"45",2015-02-18,6,38,67,4575,1,273,4,4964
"46",2015-02-19,6,32,62,4296,0,12,2,4410
"47",2015-02-20,11,33,57,3060,0,4,1,3166
"48",2015-02-21,3,27,43,1952,0,1,0,2026
"49",2015-02-22,4,22,32,2081,0,0,0,2139
"50",2015-02-23,12,37,70,4881,0,8,1,5009
"51",2015-02-24,5,42,70,4807,0,9,3,4936
"52",2015-02-25,5,46,74,4335,0,7,2,4469
"53",2015-02-26,4,42,71,4306,0,9,1,4433
"54",2015-02-27,7,26,51,3092,1,5,1,3183
"55",2015-02-28,4,23,39,2161,0,1,0,2228
"56",2015-03-01,4,23,37,2063,0,0,0,2127
"57",2015-03-02,16,48,58,4764,0,69,2,4957
"58",2015-03-03,6,38,66,4335,0,7,2,4454
"59",2015-03-04,5,41,63,4373,0,6,2,4490
"60",2015-03-05,4,32,67,4218,0,3,4,4328
"61",2015-03-06,6,35,39,2954,0,7,2,3043
"62",2015-03-07,6,16,36,2047,0,0,0,2105
"63",2015-03-08,4,21,40,1986,0,0,0,2051
"64",2015-03-09,8,30,64,4741,0,8,4,4855
"65",2015-03-10,8,39,62,4463,0,4,3,4579
"66",2015-03-11,8,38,55,4382,0,7,4,4494
"67",2015-03-12,6,27,43,3976,0,28,1,4081
"68",2015-03-13,8,33,47,3060,0,1,3,3152
"69",2015-03-14,1,16,34,2243,0,3,0,2297
"70",2015-03-15,3,32,40,2313,0,3,0,2391
"71",2015-03-16,12,31,57,2827,0,3,3,2933
"72",2015-03-17,7,34,44,2527,0,7,0,2619
"73",2015-03-18,11,30,35,2095,0,6,0,2177
"74",2015-03-19,5,22,21,1196,0,7,0,1251
"75",2015-03-20,5,25,27,858,0,2,1,918
"76",2015-03-21,0,0,0,0,0,0,0,0
"77",2015-03-22,0,0,0,0,0,0,0,0
"78",2015-03-23,8,22,31,723,0,7,2,793
"79",2015-03-24,6,26,22,696,0,2,0,752
"80",2015-03-25,5,24,14,636,0,6,0,685
"81",2015-03-26,1,17,17,573,0,4,0,612
"82",2015-03-27,10,22,17,590,0,5,0,644
"83",2015-03-28,0,0,0,0,0,1,0,1
"84",2015-03-29,0,11,10,876,0,1,0,898
"85",2015-03-30,11,31,54,5512,0,16,0,5624
"86",2015-03-31,14,32,54,5654,0,17,1,5772
"87",2015-04-01,11,38,55,5399,0,5,0,5508
"88",2015-04-02,9,32,50,4959,0,5,1,5056
"89",2015-04-03,13,30,52,3043,0,2,1,3141
"90",2015-04-04,5,16,33,2017,0,1,0,2072
"91",2015-04-05,2,26,37,2060,0,3,0,2128
"92",2015-04-06,7,38,86,5525,0,16,1,5673
"93",2015-04-07,15,42,70,5701,0,16,1,5845
"94",2015-04-08,3,37,74,5712,0,10,0,5836
"95",2015-04-09,10,29,70,5087,0,5,3,5204
"96",2015-04-10,11,31,44,3379,0,3,2,3470
"97",2015-04-11,5,18,36,2242,0,1,0,2302
"98",2015-04-12,3,22,32,2099,0,0,0,2156
"99",2015-04-13,7,36,71,5138,0,11,1,5264
"100",2015-04-14,25,42,65,5493,0,10,2,5637
"101",2015-04-15,6,30,74,5075,0,13,0,5198
"102",2015-04-16,11,25,48,4640,0,11,3,4738
"103",2015-04-17,11,26,42,2941,0,6,2,3028
"104",2015-04-18,2,11,20,1888,0,2,0,1923
"105",2015-04-19,6,14,31,1902,0,2,0,1955
"106",2015-04-20,7,40,56,4439,0,13,1,4556
"107",2015-04-21,21,30,71,4899,0,9,3,5033
"108",2015-04-22,10,41,73,4638,1,10,0,4773
"109",2015-04-23,15,31,63,4495,0,7,6,4617
"110",2015-04-24,14,30,37,3174,0,6,3,3264
"111",2015-04-25,6,17,47,2306,0,3,0,2379
"112",2015-04-26,3,22,38,2097,0,1,0,2161
"113",2015-04-27,5,46,69,4771,0,7,1,4899
"114",2015-04-28,20,34,63,4859,0,12,3,4991
"115",2015-04-29,8,35,63,4696,0,11,0,4813
"116",2015-04-30,7,38,64,4307,0,7,3,4426
"117",2015-05-01,13,31,44,2731,0,2,1,2822
"118",2015-05-02,4,13,22,1344,0,0,0,1383
"119",2015-05-03,2,16,38,2064,0,0,0,2120
"120",2015-05-04,7,45,65,4653,0,8,1,4779
"121",2015-05-05,11,31,62,4589,0,5,4,4702
"122",2015-05-06,9,36,65,4303,0,6,0,4419
"123",2015-05-07,9,33,60,4392,0,7,4,4505
"124",2015-05-08,12,23,44,2664,0,4,3,2750
"125",2015-05-09,3,11,25,1657,0,2,0,1698
"126",2015-05-10,6,14,34,1894,0,4,0,1952
"127",2015-05-11,10,42,70,4297,0,11,2,4432
"128",2015-05-12,13,29,68,4539,0,7,3,4659
"129",2015-05-13,13,37,61,4222,0,8,2,4343
"130",2015-05-14,8,27,68,3901,0,12,4,4020
"131",2015-05-15,9,23,40,2531,0,2,1,2606
"132",2015-05-16,3,24,23,1745,0,3,0,1798
"133",2015-05-17,5,19,25,1833,0,1,1,1884
"134",2015-05-18,6,48,68,4452,0,9,2,4585
"135",2015-05-19,8,34,73,4377,0,6,4,4502
"136",2015-05-20,8,30,71,4184,0,57,2,4352
"137",2015-05-21,4,29,62,3777,0,9,3,3884
"138",2015-05-22,9,21,42,2294,0,4,3,2373
"139",2015-05-23,1,14,31,1390,0,0,0,1436
"140",2015-05-24,4,15,35,1433,0,2,0,1489
"141",2015-05-25,3,21,34,1479,0,1,0,1538
"142",2015-05-26,11,29,58,3990,0,12,2,4102
"143",2015-05-27,5,35,69,4136,0,8,3,4256
"144",2015-05-28,7,33,49,3740,0,16,4,3849
"145",2015-05-29,15,28,43,2581,0,9,2,2678
"146",2015-05-30,4,21,22,1658,0,0,0,1705
"147",2015-05-31,12,15,34,1784,0,2,0,1847
"148",2015-06-01,7,37,55,3925,0,9,1,4034
"149",2015-06-02,16,31,64,3841,0,7,4,3963
"150",2015-06-03,10,28,67,3715,0,11,2,3833
"151",2015-06-04,8,29,39,3294,0,8,3,3381
"152",2015-06-05,12,32,48,2238,0,5,6,2341
"153",2015-06-06,5,17,27,1411,0,1,0,1461
"154",2015-06-07,9,14,23,1436,0,1,0,1483
"155",2015-06-08,12,34,40,2228,0,5,2,2321
"156",2015-06-09,10,35,39,2028,0,7,0,2119
"157",2015-06-10,4,30,35,1701,0,2,0,1772
"158",2015-06-11,11,14,24,926,0,1,0,976
"159",2015-06-12,3,24,31,875,0,3,0,936
"160",2015-06-13,2,14,13,616,0,1,0,646
"161",2015-06-14,4,16,15,544,0,2,0,581
"162",2015-06-15,0,0,0,7,0,0,0,7
"163",2015-06-16,9,22,23,622,0,2,0,678
"164",2015-06-17,7,14,16,652,0,2,0,691
"165",2015-06-18,7,16,29,638,0,3,0,693
"166",2015-06-19,9,16,19,589,0,3,0,636
"167",2015-06-20,0,0,0,0,0,0,0,0
"168",2015-06-21,0,0,0,0,0,0,0,0
"169",2015-06-22,12,19,21,1220,0,16,0,1288
"170",2015-06-23,10,24,21,1221,0,21,0,1297
"171",2015-06-24,20,20,16,1164,0,10,0,1230
"172",2015-06-25,21,22,19,1022,0,13,0,1097
"173",2015-06-26,21,26,20,794,0,9,0,870
"174",2015-06-27,12,14,6,396,0,6,0,434
"175",2015-06-28,6,13,10,455,0,1,0,485
"176",2015-06-29,22,27,31,1160,0,11,0,1251
"177",2015-06-30,12,24,25,1100,0,19,0,1180
"178",2015-07-01,20,33,19,982,0,14,0,1068
"179",2015-07-02,21,26,17,928,0,10,0,1002
"180",2015-07-03,0,0,0,0,0,0,0,0
"181",2015-07-04,0,0,0,0,0,0,0,0
"182",2015-07-05,0,0,0,0,0,0,0,0
"183",2015-07-06,23,30,26,1122,1,13,0,1215
"184",2015-07-07,14,33,18,1116,1,6,0,1188
"185",2015-07-08,21,29,18,1045,0,14,0,1127
"186",2015-07-09,13,28,20,902,0,11,0,974
"187",2015-07-10,20,28,21,827,0,5,0,901
"188",2015-07-11,11,17,9,441,0,1,0,479
"189",2015-07-12,6,18,11,431,0,4,0,470
"190",2015-07-13,20,28,18,1096,0,10,0,1172
"191",2015-07-14,19,35,24,1018,0,7,0,1103
"192",2015-07-15,19,21,17,965,0,12,0,1034
"193",2015-07-16,18,17,16,766,0,9,0,826
"194",2015-07-17,16,31,20,709,0,3,0,779
"195",2015-07-18,3,9,12,369,0,0,0,393
"196",2015-07-19,7,11,9,416,0,4,0,447
"197",2015-07-20,21,29,25,1052,0,3,0,1130
"198",2015-07-21,14,27,23,1052,0,6,0,1122
"199",2015-07-22,23,34,18,1008,0,10,0,1093
"200",2015-07-23,12,28,23,893,0,6,0,962
"201",2015-07-24,14,29,22,742,0,2,0,809
"202",2015-07-25,5,16,8,363,0,0,0,392
"203",2015-07-26,1,14,13,379,0,1,0,408
"204",2015-07-27,13,37,27,1043,0,2,0,1122
"205",2015-07-28,13,38,30,962,0,14,0,1057
"206",2015-07-29,13,31,30,969,0,1,0,1044
"207",2015-07-30,16,26,24,814,0,5,0,885
"208",2015-07-31,19,24,24,715,0,1,0,783
"209",2015-08-01,4,16,10,343,0,2,0,375
"210",2015-08-02,4,15,12,369,0,2,0,402
"211",2015-08-03,8,39,26,957,0,13,0,1043
"212",2015-08-04,6,34,33,976,0,1,0,1050
"213",2015-08-05,14,37,24,892,0,5,0,972
"214",2015-08-06,5,26,29,779,0,3,0,842
"215",2015-08-07,14,27,26,656,0,2,0,725
"216",2015-08-08,2,16,14,364,0,0,0,396
"217",2015-08-09,8,17,10,393,0,3,0,431
"218",2015-08-10,13,42,35,844,0,3,0,937
"219",2015-08-11,11,29,31,755,0,7,0,833
"220",2015-08-12,3,32,33,699,0,4,0,771
"221",2015-08-13,7,27,24,551,0,5,0,614
"222",2015-08-14,7,30,26,449,0,4,0,516
"223",2015-08-15,1,14,13,236,0,0,0,264
"224",2015-08-16,2,18,3,280,0,0,0,303
"225",2015-08-17,7,31,31,571,0,1,0,641
"226",2015-08-18,12,30,32,526,0,1,0,601
"227",2015-08-19,10,30,24,569,0,3,0,636
"228",2015-08-20,11,24,19,478,0,3,0,535
"229",2015-08-21,8,27,23,431,0,2,0,491
"230",2015-08-22,0,0,0,0,0,0,0,0
"231",2015-08-23,0,0,0,0,0,0,0,0
"232",2015-08-24,0,0,0,2,0,0,0,2
"233",2015-08-25,0,0,0,0,0,0,0,0
"234",2015-08-26,0,0,0,0,0,0,0,0
"235",2015-08-27,0,0,0,0,0,17,0,17
"236",2015-08-28,0,0,0,0,0,24,0,24
"237",2015-08-29,0,0,0,0,0,0,0,0
"238",2015-08-30,0,0,0,0,0,0,0,0
"239",2015-08-31,4,25,24,501,0,0,0,554
"240",2015-09-01,2,16,16,402,0,1,0,437
"241",2015-09-02,7,19,19,415,0,38,0,498
"242",2015-09-03,3,19,14,375,0,0,0,411
"243",2015-09-04,6,14,14,253,0,0,0,287
"244",2015-09-05,0,0,0,0,0,0,0,0
"245",2015-09-06,0,0,0,0,0,0,0,0
"246",2015-09-07,0,0,0,0,0,0,0,0
"247",2015-09-08,10,32,30,456,0,2,0,530
"248",2015-09-09,8,29,21,432,0,5,0,495
"249",2015-09-10,0,25,17,319,0,3,0,364
"250",2015-09-11,5,21,16,317,0,4,0,363
"251",2015-09-12,0,0,0,0,0,0,0,0
"252",2015-09-13,0,0,0,0,0,0,0,0
"253",2015-09-14,6,26,29,451,0,1,0,513
"254",2015-09-15,12,36,17,434,0,1,0,500
"255",2015-09-16,9,31,30,406,0,7,0,483
"256",2015-09-17,7,23,25,372,0,1,0,428
"257",2015-09-18,8,22,25,458,0,10,0,523
"258",2015-09-19,0,0,0,0,0,0,0,0
"259",2015-09-20,0,0,0,14,0,0,0,14
"260",2015-09-21,4,29,35,1184,0,23,0,1275
"261",2015-09-22,8,25,30,1381,0,7,0,1451
"262",2015-09-23,8,24,33,1513,0,9,0,1587
"263",2015-09-24,5,22,28,2230,0,21,0,2306
"264",2015-09-25,7,22,30,2275,0,4,0,2338
"265",2015-09-26,3,10,8,1472,0,2,0,1495
"266",2015-09-27,4,14,18,2272,0,0,0,2308
"267",2015-09-28,11,33,34,6299,0,17,0,6394
"268",2015-09-29,9,34,52,5900,0,12,1,6008
"269",2015-09-30,5,42,48,5048,0,7,0,5150
"270",2015-10-01,11,35,33,4698,0,3,1,4781
"271",2015-10-02,9,37,37,3099,0,1,0,3183
"272",2015-10-03,2,15,20,1812,0,0,0,1849
"273",2015-10-04,2,21,20,1918,0,0,0,1961
"274",2015-10-05,9,40,42,4946,0,8,0,5045
"275",2015-10-06,7,44,41,4643,0,6,1,4742
"276",2015-10-07,9,42,46,4385,1,6,0,4489
"277",2015-10-08,6,42,40,4116,0,5,1,4210
"278",2015-10-09,13,41,48,2757,0,0,0,2859
"279",2015-10-10,5,21,19,1054,0,2,0,1101
"280",2015-10-11,4,21,35,1959,0,0,0,2019
"281",2015-10-12,9,48,54,4945,1,10,0,5067
"282",2015-10-13,11,46,52,4964,1,10,1,5085
"283",2015-10-14,12,49,58,4345,0,6,1,4471
"284",2015-10-15,6,43,48,4242,0,4,1,4344
"285",2015-10-16,7,38,38,2833,0,4,0,2920
"286",2015-10-17,3,19,16,1552,0,1,0,1591
"287",2015-10-18,3,29,25,1803,0,1,0,1861
"288",2015-10-19,16,41,55,4076,0,7,1,4196
"289",2015-10-20,8,42,46,4479,0,9,0,4584
"290",2015-10-21,8,38,52,4063,0,7,0,4168
"291",2015-10-22,10,36,49,3849,0,5,2,3951
"292",2015-10-23,13,40,35,2556,0,3,0,2647
"293",2015-10-24,1,25,15,1555,0,0,0,1596
"294",2015-10-25,12,31,27,1698,0,2,0,1770
"295",2015-10-26,11,49,45,4421,0,7,0,4533
"296",2015-10-27,8,43,45,4058,0,10,1,4165
"297",2015-10-28,7,38,53,3926,0,10,1,4035
"298",2015-10-29,4,42,40,3615,0,7,2,3710
"299",2015-10-30,11,37,40,2377,0,0,0,2465
"300",2015-10-31,4,26,30,1417,0,0,0,1477
"301",2015-11-01,6,20,21,1602,0,1,0,1650
"302",2015-11-02,17,59,58,4312,0,7,0,4453
"303",2015-11-03,12,60,64,4364,0,7,1,4508
"304",2015-11-04,12,64,61,4223,0,11,1,4372
"305",2015-11-05,9,46,48,3968,0,5,2,4078
"306",2015-11-06,16,34,42,2638,0,6,0,2736
"307",2015-11-07,2,22,27,1289,0,0,0,1340
"308",2015-11-08,9,23,25,1705,0,0,0,1762
"309",2015-11-09,14,45,64,4463,0,4,0,4590
"310",2015-11-10,12,48,62,4385,0,7,1,4515
"311",2015-11-11,9,55,56,4017,0,6,0,4143
"312",2015-11-12,6,40,47,3742,0,4,1,3840
"313",2015-11-13,10,45,46,2592,0,2,0,2695
"314",2015-11-14,9,24,30,1686,0,1,0,1750
"315",2015-11-15,9,32,28,1716,0,1,0,1786
"316",2015-11-16,8,52,56,3903,1,4,0,4024
"317",2015-11-17,10,49,58,4074,0,4,0,4195
"318",2015-11-18,11,52,52,4085,0,5,0,4205
"319",2015-11-19,11,32,55,3803,0,5,3,3909
"320",2015-11-20,13,35,38,2506,0,4,0,2596
"321",2015-11-21,8,18,19,1024,0,0,0,1069
"322",2015-11-22,15,44,26,1607,0,0,0,1692
"323",2015-11-23,10,59,45,3708,0,4,0,3826
"324",2015-11-24,22,50,45,3005,0,4,1,3127
"325",2015-11-25,9,32,33,1564,0,2,0,1640
"326",2015-11-26,0,0,0,0,0,0,0,0
"327",2015-11-27,0,0,0,1,0,0,0,1
"328",2015-11-28,0,0,0,0,0,0,0,0
"329",2015-11-29,8,34,26,1277,0,0,0,1345
"330",2015-11-30,14,45,51,3668,0,5,0,3783
"331",2015-12-01,11,52,55,3824,1,6,1,3950
"332",2015-12-02,14,59,50,3774,0,5,1,3903
"333",2015-12-03,11,29,68,3553,0,5,1,3667
"334",2015-12-04,9,39,45,2514,0,1,0,2608
"335",2015-12-05,5,32,34,1766,0,1,0,1838
"336",2015-12-06,6,20,37,1470,0,0,0,1533
"337",2015-12-07,12,48,59,2189,1,2,0,2311
"338",2015-12-08,11,52,67,2123,0,3,0,2256
"339",2015-12-09,10,43,49,1682,0,0,0,1784
"340",2015-12-10,5,24,28,992,0,1,0,1050
"341",2015-12-11,8,33,40,818,0,0,0,899
"342",2015-12-12,0,0,0,0,0,1,0,1
"343",2015-12-13,0,0,0,0,0,0,0,0
"344",2015-12-14,16,37,41,713,0,4,0,811
"345",2015-12-15,9,42,44,598,1,0,0,694
"346",2015-12-16,11,37,33,521,0,1,0,603
"347",2015-12-17,13,30,35,498,0,0,0,576
"348",2015-12-18,9,35,32,452,0,2,0,530
"349",2015-12-19,0,0,0,0,0,0,0,0
"350",2015-12-20,0,0,0,2,0,0,0,2
"351",2015-12-21,16,31,31,397,0,2,0,477
"352",2015-12-22,7,27,30,334,0,1,0,399
"353",2015-12-23,13,29,28,283,0,1,0,354
"354",2015-12-24,0,0,0,0,0,0,0,0
"355",2015-12-25,0,0,0,0,0,0,0,0
"356",2015-12-26,0,0,0,0,0,0,0,0
"357",2015-12-27,0,0,0,0,0,0,0,0
"358",2015-12-28,11,44,35,468,1,1,0,560
"359",2015-12-29,7,25,29,410,0,1,0,472
"360",2015-12-30,7,37,23,394,0,1,0,462
"361",2015-12-31,0,0,0,0,0,0,0,0
"362",2016-01-01,0,0,0,0,0,0,0,0
"363",2016-01-02,0,0,0,0,0,0,0,0
"364",2016-01-03,0,7,17,724,0,1,0,749
"365",2016-01-04,16,54,47,4878,0,9,0,5004
"366",2016-01-05,15,49,52,5208,1,6,0,5331
"367",2016-01-06,22,56,50,4774,0,7,0,4909
"368",2016-01-07,12,51,42,4578,0,5,0,4688
"369",2016-01-08,17,43,41,3224,0,2,0,3327
"370",2016-01-09,11,32,32,2173,0,0,0,2248
"371",2016-01-10,13,29,31,2038,0,0,0,2111
"372",2016-01-11,14,62,60,5138,0,9,0,5283
"373",2016-01-12,20,61,66,5257,2,5,0,5411
"374",2016-01-13,12,68,63,5005,1,3,0,5152
"375",2016-01-14,14,55,51,4670,0,12,0,4802
"376",2016-01-15,14,42,40,2841,0,3,0,2940
"377",2016-01-16,10,27,32,1812,0,0,0,1881
"378",2016-01-17,8,33,36,1813,0,0,0,1890
"379",2016-01-18,11,49,43,2205,1,2,0,2311
"380",2016-01-19,13,49,54,5127,1,7,2,5253
"381",2016-01-20,17,68,59,4998,2,4,0,5148
"382",2016-01-21,10,50,60,4599,0,7,1,4727
"383",2016-01-22,20,46,56,3210,0,9,0,3341
"384",2016-01-23,3,31,34,2173,0,2,0,2243
"385",2016-01-24,11,39,36,2375,0,2,0,2463
"386",2016-01-25,11,61,65,4871,1,7,0,5016
"387",2016-01-26,12,59,75,4888,1,11,1,5047
"388",2016-01-27,9,54,69,4897,0,14,0,5043
"389",2016-01-28,11,50,58,4535,0,6,1,4661
"390",2016-01-29,16,44,46,2921,0,3,0,3030
"391",2016-01-30,8,26,33,2140,0,0,0,2207
"392",2016-01-31,7,34,31,2393,0,2,0,2467
"393",2016-02-01,15,59,57,4950,1,5,0,5087
"394",2016-02-02,11,43,64,4922,1,4,1,5046
"395",2016-02-03,11,59,65,4630,1,7,0,4773
"396",2016-02-04,13,37,64,4356,0,7,1,4478
"397",2016-02-05,13,52,39,2790,0,2,0,2896
"398",2016-02-06,3,29,42,2208,0,3,0,2285
"399",2016-02-07,4,22,26,1371,0,0,0,1423
"400",2016-02-08,17,58,71,4781,1,5,0,4933
"401",2016-02-09,11,48,61,4747,1,5,1,4874
"402",2016-02-10,12,57,63,4654,1,6,0,4793
"403",2016-02-11,10,45,66,4102,0,4,0,4227
"404",2016-02-12,13,47,53,2670,0,3,0,2786
"405",2016-02-13,9,23,37,1822,0,0,0,1891
"406",2016-02-14,10,28,41,1879,0,1,0,1959
"407",2016-02-15,17,54,71,4610,2,5,0,4759
"408",2016-02-16,12,52,71,4770,1,4,1,4911
"409",2016-02-17,9,50,77,4532,1,5,0,4674
"410",2016-02-18,12,37,79,4046,0,3,1,4178
"411",2016-02-19,10,44,67,2823,0,6,0,2950
"412",2016-02-20,3,31,48,1867,0,0,0,1949
"413",2016-02-21,7,34,37,2073,0,0,0,2151
"414",2016-02-22,18,50,80,4757,0,4,0,4909
"415",2016-02-23,8,49,68,4709,1,4,1,4840
"416",2016-02-24,6,54,69,4213,0,5,0,4347
"417",2016-02-25,5,38,61,4065,0,4,1,4174
"418",2016-02-26,8,46,68,2730,0,2,0,2854
"419",2016-02-27,3,38,40,1990,0,2,0,2073
"420",2016-02-28,12,23,50,1942,0,0,0,2027
"421",2016-02-29,11,54,71,4610,1,9,0,4756
"422",2016-03-01,12,48,77,4584,1,4,1,4727
"423",2016-03-02,10,51,72,4296,1,5,0,4435
"424",2016-03-03,9,44,76,4187,0,4,1,4321
"425",2016-03-04,4,38,52,2701,0,3,0,2798
"426",2016-03-05,5,37,36,1758,0,2,0,1838
"427",2016-03-06,12,24,58,2054,0,1,0,2149
"428",2016-03-07,10,62,73,4513,0,6,0,4664
"429",2016-03-08,10,44,74,4134,0,6,0,4268
"430",2016-03-09,15,49,57,4085,0,12,0,4218
"431",2016-03-10,6,47,70,3980,0,4,1,4108
"432",2016-03-11,11,38,58,2576,0,2,0,2685
"433",2016-03-12,6,34,30,1857,0,1,0,1928
"434",2016-03-13,10,34,37,1855,0,0,0,1936
"435",2016-03-14,8,51,62,2542,0,5,0,2668
"436",2016-03-15,13,50,64,2320,0,4,0,2451
"437",2016-03-16,19,53,55,2026,0,2,0,2155
"438",2016-03-17,5,32,28,1016,0,2,0,1083
"439",2016-03-18,5,19,23,779,0,1,0,827
"440",2016-03-19,0,0,0,0,0,0,0,0
"441",2016-03-20,0,0,0,0,0,0,0,0
"442",2016-03-21,6,42,33,636,0,3,0,720
"443",2016-03-22,9,33,36,494,0,2,0,574
"444",2016-03-23,8,41,26,502,0,1,0,578
"445",2016-03-24,6,24,19,521,0,2,0,572
"446",2016-03-25,4,22,22,526,0,9,0,583
"447",2016-03-26,0,0,0,0,0,0,0,0
"448",2016-03-27,2,13,8,767,0,0,0,790
"449",2016-03-28,9,60,32,5234,0,12,2,5349
"450",2016-03-29,14,56,27,5228,0,7,0,5332
"451",2016-03-30,7,50,44,5075,0,9,0,5185
"452",2016-03-31,9,38,40,4501,0,6,0,4594
"453",2016-04-01,5,26,33,2627,0,2,0,2693
"454",2016-04-02,1,29,27,1698,0,1,0,1756
"455",2016-04-03,2,31,19,2149,0,1,0,2202
"456",2016-04-04,6,56,62,5218,0,8,0,5350
"457",2016-04-05,8,64,57,5322,0,4,0,5455
"458",2016-04-06,9,51,60,4992,0,7,0,5119
"459",2016-04-07,9,55,49,4079,0,3,0,4195
"460",2016-04-08,6,47,37,2674,0,0,0,2764
"461",2016-04-09,4,22,20,1722,0,0,0,1768
"462",2016-04-10,8,47,27,2021,0,2,0,2105
"463",2016-04-11,11,56,68,4822,1,5,2,4965
"464",2016-04-12,8,67,71,4617,0,6,0,4769
"465",2016-04-13,11,64,59,4411,0,6,0,4551
"466",2016-04-14,8,41,52,4053,0,5,0,4159
"467",2016-04-15,5,51,41,2878,0,1,0,2976
"468",2016-04-16,7,39,33,1621,0,0,0,1700
"469",2016-04-17,6,35,23,1703,0,0,0,1767
"470",2016-04-18,10,66,72,4379,0,10,0,4537
"471",2016-04-19,8,55,59,4468,0,3,0,4593
"472",2016-04-20,9,54,43,3940,0,5,0,4051
"473",2016-04-21,5,47,50,3997,0,10,0,4109
"474",2016-04-22,9,41,47,2791,0,0,0,2888
"475",2016-04-23,3,36,35,1780,0,0,0,1854
"476",2016-04-24,8,40,31,1812,0,0,0,1891
"477",2016-04-25,12,51,53,4416,0,11,0,4543
"478",2016-04-26,11,54,65,4327,0,3,0,4460
"479",2016-04-27,15,58,47,4235,0,8,0,4363
"480",2016-04-28,8,51,40,3850,0,5,0,3954
"481",2016-04-29,5,50,42,2608,0,0,0,2705
"482",2016-04-30,2,34,22,1320,0,0,0,1378
"483",2016-05-01,4,28,23,1690,0,0,0,1745
"484",2016-05-02,7,53,50,4398,0,8,0,4516
"485",2016-05-03,8,56,62,4706,0,4,0,4836
"486",2016-05-04,6,62,65,4362,0,6,0,4501
"487",2016-05-05,8,63,42,3818,0,3,0,3934
"488",2016-05-06,4,38,42,2172,0,1,0,2257
"489",2016-05-07,6,22,20,1199,0,0,0,1247
"490",2016-05-08,3,32,27,1504,0,0,0,1566
"491",2016-05-09,8,51,59,4237,0,6,2,4363
"492",2016-05-10,7,58,57,4262,0,4,0,4388
"493",2016-05-11,11,54,65,4124,0,7,0,4261
"494",2016-05-12,7,43,46,3859,0,4,0,3959
"495",2016-05-13,4,48,36,2426,0,6,0,2520
"496",2016-05-14,6,27,31,1766,0,2,0,1832
"497",2016-05-15,8,35,26,1701,0,1,0,1771
"498",2016-05-16,7,58,52,4117,0,6,1,4241
"499",2016-05-17,8,57,53,4150,0,5,0,4273
"500",2016-05-18,8,52,52,3905,0,7,0,4024
"501",2016-05-19,4,47,48,3376,0,3,0,3478
"502",2016-05-20,10,45,36,2184,0,2,0,2277
"503",2016-05-21,3,26,34,1435,0,2,0,1500
"504",2016-05-22,6,30,30,1449,0,1,0,1516
"505",2016-05-23,14,45,53,3804,0,9,1,3926
"506",2016-05-24,7,43,49,3819,0,3,0,3921
"507",2016-05-25,8,36,54,3620,0,7,0,3725
"508",2016-05-26,7,45,51,3253,0,3,0,3359
